id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,in_custody,out_custody,two_year_recid
1993,Male,26,25 - 45,Caucasian,0,7,0,0,0,F,Delivery of Heroin,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,5/31/13,6/8/13,1
1994,Male,29,25 - 45,Caucasian,0,10,0,0,7,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,7,Medium,7/28/14,8/23/14,1
1995,Male,51,Greater than 45,Caucasian,0,1,0,0,7,F,Burglary Conveyance Unoccup,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,4/22/13,12/18/13,1
1999,Male,44,25 - 45,African-American,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/4/13,3/4/13,0
2002,Male,49,Greater than 45,Caucasian,0,5,0,0,12,M,Possess Cannabis/20 Grams Or Less,0,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,4/25/13,4/28/13,0
2006,Male,22,Less than 25,African-American,0,8,0,0,0,F,Poss Cocaine/Intent To Del/Sel,1,0,Risk of Recidivism,High,Risk of Violence,9,High,1/25/16,3/16/16,1
2009,Male,32,25 - 45,African-American,0,4,0,0,4,M,Susp Drivers Lic 1st Offense,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,9/20/13,9/22/13,1
2010,Male,27,25 - 45,African-American,0,3,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,2/16/14,2/17/14,0
2014,Male,30,25 - 45,Caucasian,0,2,0,0,0,M,DUI - Property Damage/Personal Injury,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/24/13,9/24/13,0
2018,Male,22,Less than 25,African-American,0,10,3,1,6,F,arrest case no charge,1,1,Risk of Recidivism,High,Risk of Violence,10,High,,,1
2019,Male,20,Less than 25,African-American,2,8,0,0,2,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,10,High,1/15/13,3/12/13,1
2020,Male,28,25 - 45,Hispanic,0,7,0,0,11,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,8/12/15,8/20/15,0
2021,Male,45,Greater than 45,Other,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/11/14,3/12/14,0
2024,Female,51,Greater than 45,Caucasian,0,5,0,0,5,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,8/12/13,9/14/13,0
2026,Male,27,25 - 45,African-American,0,2,0,0,4,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,8/25/14,11/10/15,1
2027,Male,32,25 - 45,African-American,0,7,0,0,0,F,Tampering With Physical Evidence,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,9/3/13,9/17/13,1
2029,Male,43,25 - 45,African-American,0,3,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/11/14,7/16/14,0
2033,Female,63,Greater than 45,African-American,0,4,0,0,1,F,Exploit Elderly Person 20-100K,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,,,0
2034,Male,37,25 - 45,Caucasian,0,2,0,0,2,F,Leaving the Scene of Accident,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/12/13,8/13/13,0
2035,Male,26,25 - 45,African-American,0,4,0,0,0,F,Burglary Conveyance Unoccup,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,12/24/13,12/24/13,1
2036,Male,32,25 - 45,African-American,1,10,2,0,17,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,10,High,8/6/14,3/3/15,1
2037,Male,26,25 - 45,African-American,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,8/21/13,8/22/13,0
2038,Male,32,25 - 45,Other,0,3,0,0,4,F,Possession of Oxycodone,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/8/13,3/8/13,0
2040,Male,39,25 - 45,Hispanic,0,4,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/8/13,5/22/13,0
2042,Female,58,Greater than 45,African-American,0,1,0,0,4,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/4/13,12/5/13,0
2044,Male,33,25 - 45,Other,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/10/13,3/11/13,0
2045,Female,22,Less than 25,Caucasian,0,3,0,1,1,M,Driving Under The Influence,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,10/9/13,10/9/13,0
2047,Male,26,25 - 45,African-American,0,5,0,0,6,M,Driving Under The Influence,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,7/12/14,7/13/14,1
2048,Male,21,Less than 25,African-American,2,10,0,1,2,F,Possession of Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,9,High,11/27/13,4/16/14,1
2049,Female,29,25 - 45,African-American,0,4,0,0,1,F,Resist Officer w/Violence,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,,,1
2051,Male,31,25 - 45,Caucasian,0,7,0,0,0,F,Grand Theft (Motor Vehicle),1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,11/19/13,12/23/13,1
2052,Male,43,25 - 45,Caucasian,0,1,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/4/13,11/6/13,0
2053,Male,23,Less than 25,African-American,0,7,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,5/9/13,5/10/13,0
2054,Male,25,25 - 45,Caucasian,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,2/24/14,2/25/14,0
2055,Male,22,Less than 25,African-American,0,9,0,0,6,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,9,High,1/28/15,3/7/15,0
2056,Male,30,25 - 45,African-American,0,4,0,0,6,F,Poss of Methylethcathinone,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/18/13,6/1/13,0
2057,Male,25,25 - 45,African-American,0,9,3,1,15,F,"Poss3,4 Methylenedioxymethcath",1,1,Risk of Recidivism,High,Risk of Violence,7,Medium,3/13/13,3/15/13,1
2058,Male,20,Less than 25,African-American,0,7,0,1,0,F,Pos Cannabis W/Intent Sel/Del,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,10/27/14,11/25/14,1
2059,Male,39,25 - 45,Hispanic,0,1,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/9/13,9/10/13,0
2060,Male,31,25 - 45,African-American,0,5,0,0,3,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,7/22/15,11/11/15,1
2061,Male,33,25 - 45,African-American,0,2,0,0,1,F,Corrupt Public Servant,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/14/14,1/16/14,1
2062,Male,59,Greater than 45,African-American,0,4,0,0,1,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/16/13,3/17/13,0
2063,Male,21,Less than 25,Hispanic,0,9,0,2,1,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,8,High,8/29/13,8/31/13,0
2064,Male,53,Greater than 45,African-American,0,6,0,0,8,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,11/21/13,11/26/13,1
2065,Male,34,25 - 45,Caucasian,0,2,0,0,2,M,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/16/13,2/17/13,0
2066,Male,36,25 - 45,Caucasian,0,4,0,0,6,F,Possession Of Buprenorphine,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/25/13,3/25/13,0
2069,Male,23,Less than 25,African-American,0,3,0,0,0,F,Possession Burglary Tools,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,1/30/14,5/27/14,0
2070,Male,32,25 - 45,African-American,0,8,0,0,2,M,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,5,Medium,1/21/13,5/10/13,0
2071,Male,32,25 - 45,African-American,0,9,0,0,11,M,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,7/12/13,7/13/13,1
2072,Female,66,Greater than 45,Caucasian,0,1,0,0,1,M,Tresspass Struct/Conveyance,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/14/13,4/11/13,0
2074,Male,66,Greater than 45,Other,0,1,0,0,0,M,Fleeing Or Attmp Eluding A Leo,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/5/14,3/6/14,0
2075,Female,24,Less than 25,Caucasian,0,6,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,5/19/13,6/12/13,0
2076,Male,30,25 - 45,African-American,0,10,0,0,7,F,Pos Cannabis W/Intent Sel/Del,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,11/13/14,12/12/14,1
2077,Male,28,25 - 45,African-American,0,7,0,0,1,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,3/14/13,3/16/13,0
2078,Male,43,25 - 45,Caucasian,0,5,0,0,4,F,Burglary Dwelling Occupied,1,1,Risk of Recidivism,Medium,Risk of Violence,2,Low,6/29/14,7/1/14,1
2079,Male,35,25 - 45,African-American,0,2,0,0,3,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,12/27/13,1/7/14,0
2083,Male,19,Less than 25,African-American,3,8,0,0,2,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,9,High,1/2/14,1/15/14,1
2085,Male,33,25 - 45,Caucasian,0,2,0,0,0,F,Poss Alprazolam W/int Sell/Del,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,,,1
2087,Male,22,Less than 25,African-American,0,6,0,0,1,M,Battery,1,1,Risk of Recidivism,Medium,Risk of Violence,7,Medium,12/12/13,12/16/13,1
2089,Male,29,25 - 45,African-American,0,1,0,0,0,F,Tampering With Physical Evidence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/20/13,1/20/13,0
2090,Female,23,Less than 25,African-American,0,4,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,2/14/14,2/16/14,0
2091,Male,62,Greater than 45,African-American,0,9,0,0,15,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,9,High,8/28/13,10/3/13,0
2093,Female,33,25 - 45,Caucasian,0,2,0,0,0,M,Offer Agree Secure For Lewd Act,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/14/13,9/15/13,0
2094,Male,35,25 - 45,African-American,0,4,0,0,1,M,Prostitution/Lewdness/Assign,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/31/13,1/31/13,0
2095,Male,53,Greater than 45,Caucasian,0,1,0,0,0,F,Possession Of Alprazolam,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/26/15,8/26/15,0
2096,Male,59,Greater than 45,Caucasian,0,6,0,0,17,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,12/12/15,12/13/15,1
2098,Female,48,Greater than 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/10/13,4/11/13,0
2099,Female,33,25 - 45,African-American,0,2,0,0,1,F,Neglect Child / Bodily Harm,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/25/13,1/26/13,0
2100,Male,44,25 - 45,Caucasian,0,1,0,0,0,M,Susp Drivers Lic 1st Offense,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/29/13,4/30/13,0
2101,Male,31,25 - 45,Caucasian,0,2,0,0,10,F,Driving While License Revoked,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,2/25/15,2/26/15,1
2103,Male,28,25 - 45,African-American,0,4,0,1,2,F,Att Tamper w/Physical Evidence,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,7/1/14,7/1/14,1
2104,Male,56,Greater than 45,Other,0,1,0,0,9,F,Trespass Structure w/Dang Weap,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/26/13,2/12/14,0
2105,Male,51,Greater than 45,Hispanic,0,1,0,0,1,F,Possession Burglary Tools,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/18/15,4/11/16,0
2107,Male,23,Less than 25,African-American,0,7,0,0,0,F,Burglary Structure Unoccup,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,3/19/13,3/20/13,1
2108,Male,21,Less than 25,Hispanic,0,7,0,0,0,F,"Deliver 3,4 Methylenediox",0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/5/14,3/13/14,0
2109,Male,26,25 - 45,Caucasian,0,5,0,0,0,F,Poss Contr Subst W/o Prescript,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,1/2/13,1/2/13,0
2110,Male,22,Less than 25,African-American,0,9,3,0,3,F,Possession of Benzylpiperazine,0,0,Risk of Recidivism,High,Risk of Violence,10,High,9/29/13,9/29/13,0
2111,Male,29,25 - 45,African-American,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/26/13,3/27/13,0
2113,Male,20,Less than 25,African-American,0,9,1,1,2,F,Burglary Unoccupied Dwelling,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,9/18/14,9/19/14,1
2115,Male,44,25 - 45,Caucasian,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/12/13,11/13/13,0
2116,Male,41,25 - 45,African-American,0,5,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,8/21/13,9/5/13,0
2121,Female,28,25 - 45,African-American,0,4,0,1,4,F,"Poss3,4 Methylenedioxymethcath",0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,11/8/13,11/8/13,0
2123,Male,27,25 - 45,Caucasian,0,6,0,0,1,M,Susp Drivers Lic 1st Offense,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,7/18/13,9/14/13,1
2125,Male,31,25 - 45,Caucasian,0,3,0,0,7,M,Exposes Culpable Negligence,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/9/14,3/10/14,0
2126,Male,23,Less than 25,Caucasian,0,8,0,0,5,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,3/27/16,3/27/16,1
2127,Male,33,25 - 45,African-American,0,7,0,0,16,M,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,12/12/14,12/13/14,1
2128,Male,26,25 - 45,African-American,0,3,0,0,3,F,Crimin Mischief Damage $1000+,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/29/16,3/30/16,1
2129,Male,20,Less than 25,African-American,0,4,0,2,0,F,Tampering With Physical Evidence,1,1,Risk of Recidivism,Low,Risk of Violence,7,Medium,3/12/14,3/12/14,0
2130,Male,55,Greater than 45,Caucasian,0,1,0,0,2,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/1/13,3/11/13,1
2131,Male,36,25 - 45,African-American,0,8,0,0,0,F,Driving While License Revoked,0,0,Risk of Recidivism,High,Risk of Violence,2,Low,2/27/13,2/28/13,0
2132,Male,48,Greater than 45,Other,0,1,0,0,4,F,Grand Theft (Motor Vehicle),1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/16/14,5/17/14,1
2133,Male,22,Less than 25,Other,0,4,0,0,5,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,3/18/14,3/20/14,1
2134,Male,23,Less than 25,African-American,1,9,0,0,1,M,Battery,0,0,Risk of Recidivism,High,Risk of Violence,9,High,8/13/13,8/18/13,0
2138,Male,34,25 - 45,African-American,0,10,2,1,19,F,False Ownership Info/Pawn Item,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,10/25/14,10/26/14,1
2140,Female,59,Greater than 45,Caucasian,0,1,0,0,1,F,Grand Theft in the 1st Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/22/15,10/29/15,0
2141,Male,37,25 - 45,Caucasian,0,2,0,0,0,F,Cruelty Toward Child,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,2/4/15,4/6/15,1
2143,Female,28,25 - 45,Caucasian,0,4,0,0,0,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,8/23/13,8/24/13,1
2146,Male,20,Less than 25,African-American,1,10,0,1,1,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,9,High,8/4/14,7/31/15,1
2147,Male,31,25 - 45,African-American,0,2,0,0,0,F,Grand Theft (Motor Vehicle),0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,10/2/13,10/3/13,0
2148,Female,38,25 - 45,African-American,0,10,0,0,14,F,Possession of Cocaine,1,1,Risk of Recidivism,High,Risk of Violence,3,Low,8/11/14,9/12/14,1
2149,Male,33,25 - 45,African-American,0,1,0,0,0,F,Possession of Cannabis,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,7/16/14,7/31/14,1
2150,Male,27,25 - 45,African-American,0,8,0,0,3,F,Grand Theft in the 3rd Degree,1,1,Risk of Recidivism,High,Risk of Violence,6,Medium,10/18/14,10/26/14,1
2151,Male,25,25 - 45,Caucasian,0,4,0,0,2,M,Resist/Obstruct W/O Violence,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,6/18/13,8/9/13,1
2152,Female,42,25 - 45,African-American,0,2,0,0,2,F,Burglary With Assault/battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/25/13,11/26/13,0
2153,Male,22,Less than 25,African-American,0,8,0,0,3,F,Uttering a Forged Instrument,1,1,Risk of Recidivism,High,Risk of Violence,5,Medium,4/13/14,6/5/14,1
2154,Male,21,Less than 25,Other,0,6,0,0,0,F,Att Burgl Unoccupied Dwel,0,0,Risk of Recidivism,Medium,Risk of Violence,8,High,2/28/13,3/2/13,0
2155,Male,57,Greater than 45,Caucasian,0,7,0,0,15,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,8/23/13,9/12/13,0
2156,Male,45,Greater than 45,Caucasian,0,5,0,0,1,F,Robbery / No Weapon,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,5/28/14,5/30/14,1
2157,Female,21,Less than 25,African-American,0,3,0,0,1,M,Trespass Struct/Conveyance,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,9/2/15,10/1/15,1
2159,Male,52,Greater than 45,Caucasian,0,1,0,0,2,M,Tresspass Struct/Conveyance,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/8/13,5/9/13,0
2161,Male,29,25 - 45,Caucasian,0,3,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,5/22/13,5/23/13,0
2162,Female,37,25 - 45,African-American,0,4,0,0,0,M,Prostitution/Lewd Act Assignation,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/24/13,1/29/13,0
2163,Male,34,25 - 45,Caucasian,0,2,0,1,0,F,Aggravated Assault w/Firearm,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/16/15,1/22/15,0
2165,Male,53,Greater than 45,African-American,0,1,0,0,0,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,6/24/13,6/25/13,1
2166,Female,30,25 - 45,African-American,0,8,0,0,8,F,Robbery / No Weapon,1,0,Risk of Recidivism,High,Risk of Violence,3,Low,5/2/13,5/3/13,1
2168,Male,35,25 - 45,Hispanic,0,3,0,0,0,M,Reckless Driving,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,11/26/14,12/2/14,0
2169,Male,28,25 - 45,Caucasian,0,4,0,0,1,F,Aggravated Assault W/dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,5/19/13,5/23/13,0
2170,Male,21,Less than 25,African-American,0,8,0,0,1,F,Grand Theft Dwell Property,0,0,Risk of Recidivism,High,Risk of Violence,9,High,4/29/13,4/30/13,0
2171,Male,22,Less than 25,African-American,0,7,0,0,1,F,Possession of Cannabis,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,12/3/13,1/16/14,0
2176,Male,42,25 - 45,Caucasian,0,3,0,0,1,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,3/20/14,3/21/14,1
2178,Male,26,25 - 45,African-American,0,4,0,0,3,F,Possession of Cannabis,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,9/9/14,9/9/14,1
2179,Male,54,Greater than 45,African-American,0,1,0,0,9,M,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/28/13,12/29/13,0
2180,Male,39,25 - 45,Other,0,2,0,0,1,F,"Poss3,4 Methylenedioxymethcath",1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,12/11/13,12/17/13,1
2181,Male,30,25 - 45,African-American,2,9,0,0,20,F,Felony Battery w/Prior Convict,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,10/4/14,6/9/15,1
2182,Female,26,25 - 45,African-American,0,6,0,0,1,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,3/16/14,7/12/14,1
2183,Male,41,25 - 45,African-American,0,1,0,0,0,M,Assault,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/7/14,1/8/14,0
2184,Male,23,Less than 25,Caucasian,1,5,0,1,5,M,Viol Injunct Domestic Violence,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,1/20/15,2/12/15,1
2186,Male,43,25 - 45,Caucasian,0,2,0,0,1,F,Felony Battery (Dom Strang),1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,10/6/13,11/19/13,1
2188,Male,22,Less than 25,African-American,0,3,0,0,0,M,Susp Drivers Lic 1st Offense,1,1,Risk of Recidivism,Low,Risk of Violence,5,Medium,2/27/14,3/2/14,1
2190,Male,42,25 - 45,Hispanic,0,5,0,0,3,M,Driving License Suspended,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,,,0
2193,Female,27,25 - 45,Caucasian,0,3,0,0,6,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/29/15,2/3/15,1
2194,Female,42,25 - 45,African-American,0,3,0,0,2,M,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/24/13,2/28/13,0
2195,Male,25,25 - 45,African-American,0,6,0,0,8,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,4/29/14,5/1/14,1
2196,Male,49,Greater than 45,African-American,0,2,0,0,4,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/3/14,3/11/14,0
2197,Male,26,25 - 45,African-American,1,9,0,0,7,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,10/21/14,12/16/14,1
2198,Male,52,Greater than 45,Caucasian,0,1,0,0,1,F,Felony Driving While Lic Suspd,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/21/13,11/15/13,0
2201,Female,60,Greater than 45,Caucasian,0,1,0,0,2,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/24/13,11/25/13,0
2205,Female,23,Less than 25,African-American,0,6,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/12/13,3/13/13,0
2206,Male,30,25 - 45,African-American,0,7,0,0,2,M,Driving License Suspended,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,1/5/14,4/15/14,0
2207,Male,48,Greater than 45,African-American,0,6,0,0,9,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,4/3/14,4/4/14,1
2208,Male,32,25 - 45,African-American,0,7,0,0,2,F,Driving While License Revoked,1,1,Risk of Recidivism,Medium,Risk of Violence,5,Medium,6/26/14,6/28/14,1
2209,Male,28,25 - 45,Hispanic,0,3,0,1,3,F,Felony Battery (Dom Strang),1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/23/14,3/25/14,1
2211,Male,24,Less than 25,African-American,0,7,0,0,5,F,Felony Driving While Lic Suspd,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,10/14/15,10/16/15,1
2212,Female,26,25 - 45,African-American,0,5,0,0,3,F,Neglect Child / No Bodily Harm,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,2/27/15,3/7/15,1
2215,Male,22,Less than 25,African-American,0,5,0,0,3,F,arrest case no charge,1,1,Risk of Recidivism,Medium,Risk of Violence,8,High,1/6/14,8/8/14,1
2216,Male,44,25 - 45,African-American,0,2,0,0,2,F,Felony Driving While Lic Suspd,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/14/13,2/16/13,0
2217,Male,32,25 - 45,Caucasian,0,4,0,0,3,F,Felony Battery w/Prior Convict,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/29/15,2/1/15,0
2218,Female,27,25 - 45,African-American,0,2,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,9/20/13,9/21/13,0
2220,Male,52,Greater than 45,African-American,0,4,0,0,15,M,Driving Under The Influence,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,12/15/14,12/15/14,1
2221,Male,61,Greater than 45,Caucasian,0,2,0,0,3,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,10/20/14,10/20/14,1
2222,Male,69,Greater than 45,African-American,0,1,0,0,3,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,8/7/13,8/7/13,0
2223,Male,51,Greater than 45,Other,0,1,0,0,2,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/13/13,9/16/13,0
2224,Female,21,Less than 25,Caucasian,0,6,0,0,1,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/23/15,4/10/15,0
2226,Male,31,25 - 45,Caucasian,1,6,0,0,2,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/7/14,3/8/14,1
2228,Male,19,Less than 25,African-American,0,4,2,0,3,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Low,Risk of Violence,7,Medium,10/27/14,11/26/14,1
